Date,Name of State,Susceptible,Total predicted cases,Death Rate (Predicted),Recovery Rate (Predicted),Population Share,Action,Normalized Action,Reward
07-09-2020,Delhi,15919872,691499,1.030081027,46.44750029,8.59445833,0.010667,32.61013515,15735099.16
07-09-2020,Jharkhand,32749700,188618,1.029594206,45.99614035,16.8880236,0.009438,28.85210108,32424735.54
07-09-2020,Maharashtra,103665204,6763277,1.030092365,43.4322001,57.5291825,0.003235,9.890121648,103317516.8
07-09-2020,Nagaland,1927348,39594,1.027933525,43.47375865,1.01287901,0.004782,14.61961094,1898845.624
07-09-2020,Assam,30752051,357552,1.030059963,45.55840829,15.9754566,18,27.27272727,0.468109434
07-09-2020,Delhi,15919872,691499,1.030081027,46.44750029,8.59445833,6,9.090909091,39420.20068
07-09-2020,Jharkhand,32749700,188618,1.029594206,45.99614035,16.8880236,17,25.75757576,1.355022315
07-09-2020,Maharashtra,103665204,6763277,1.030092365,43.4322001,57.5291825,10,15.15151515,4705.761921
07-09-2020,Nagaland,1927348,39594,1.027933525,43.47375865,1.01287901,15,22.72727273,0.583186867
07-09-2020,Assam,30752051,357552,1.030059963,45.55840829,15.9754566,16,24.24242424,3.458706813
07-09-2020,Delhi,15919872,691499,1.030081027,46.44750029,8.59445833,10,15.15151515,721.9607607
07-09-2020,Jharkhand,32749700,188618,1.029594206,45.99614035,16.8880236,17,25.75757576,1.354951936
07-09-2020,Maharashtra,103665204,6763277,1.030092365,43.4322001,57.5291825,11,16.66666667,1731.134694
07-09-2020,Nagaland,1927348,39594,1.027933525,43.47375865,1.01287901,12,18.18181818,11.7062483
07-09-2020,Assam,30752051,357552,1.030059963,45.55840829,15.9754566,0.004589,14.02803118,30593743.72
07-09-2020,Delhi,15919872,691499,1.030081027,46.44750029,8.59445833,0.010667,32.61013515,15733515.15
07-09-2020,Jharkhand,32749700,188618,1.029594206,45.99614035,16.8880236,0.009438,28.85210108,32421367.48
07-09-2020,Maharashtra,103665204,6763277,1.030092365,43.4322001,57.5291825,0.003235,9.890121648,103315423.6
07-09-2020,Nagaland,1927348,39594,1.027933525,43.47375865,1.01287901,0.004782,14.61961094,1896158.505
07-09-2020,Assam,30752051,357552,1.030059963,45.55840829,15.9754566,0.004589,14.02803118,30593743.72
07-09-2020,Delhi,15919872,691499,1.030081027,46.44750029,8.59445833,0.010667,32.61013515,15733514.16
07-09-2020,Jharkhand,32749700,188618,1.029594206,45.99614035,16.8880236,0.009438,28.85210108,32421367.48
07-09-2020,Maharashtra,103665204,6763277,1.030092365,43.4322001,57.5291825,0.003235,9.890121648,103315423.6
07-09-2020,Nagaland,1927348,39594,1.027933525,43.47375865,1.01287901,0.004782,14.61961094,1896158.505
07-09-2020,Assam,30752051,357552,1.030059963,45.55840829,15.9754566,0.004589,14.02803118,30593743.72
07-09-2020,Delhi,15919872,691499,1.030081027,46.44750029,8.59445833,0.010667,32.61013515,15733513.17
07-09-2020,Jharkhand,32749700,188618,1.029594206,45.99614035,16.8880236,0.009438,28.85210108,32421367.48
07-09-2020,Maharashtra,103665204,6763277,1.030092365,43.4322001,57.5291825,0.003235,9.890121648,103315423.6
07-09-2020,Nagaland,1927348,39594,1.027933525,43.47375865,1.01287901,0.004782,14.61961094,1896158.505
07-09-2020,Assam,30752051,357552,1.030059963,45.55840829,15.9754566,8,19.04761905,10309.99133
07-09-2020,Delhi,15919872,691499,1.030081027,46.44750029,8.59445833,8,19.04761905,5334.339185
07-09-2020,Jharkhand,32749700,188618,1.029594206,45.99614035,16.8880236,18,42.85714286,0.498431547
07-09-2020,Maharashtra,103665204,6763277,1.030092365,43.4322001,57.5291825,1,2.380952381,38130742.34
07-09-2020,Nagaland,1927348,39594,1.027933525,43.47375865,1.01287901,7,16.66666667,1736.722974
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,8,16.66666667,10306.78464
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,3,6.25,790147.0626
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,12,25,201.1272585
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,13,27.08333333,233.0716901
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,12,25,11.8142697
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30724092
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15870528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32445073.37
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103114037
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1918000.837
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30724092
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15870528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32445073.37
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103114037
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1918000.837
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30724092
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15870528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32445073.37
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103114037
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1918000.837
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,10,32.25806452,1394.826219
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,2,6.451612903,2147815.335
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,9,29.03225806,4039.637907
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,7,22.58064516,94027.19242
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,3,9.677419355,95717.08276
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,14,26.41509434,25.5459692
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,18,33.96226415,0.24167736
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0,0,32733525
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,12,22.64150943,633.5428659
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,9,16.98113208,237.1478584
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30721692
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15868528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32444181.33
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103112137
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1916803.85
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,6,10.34482759,76149.97366
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,1,1.724137931,5837668.425
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,15,25.86206897,10.0128024
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,18,31.03448276,1.570368344
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,18,31.03448276,0.029238957
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30721092
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15868428
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32442694.59
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103110337
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1915008.37
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,3,6.666666667,1529498.172
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15868428
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,19,42.22222222,0.183380228
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,17,37.77777778,4.268633354
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,6,13.33333333,4757.293061
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30720792
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15868428
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32440811.38
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103108637
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1914409.876
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,15,22.3880597,9.397102707
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,11,16.41791045,265.0113646
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,12,17.91044776,201.0934653
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,16,23.88059701,11.60316842
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,13,19.40298507,4.335151319
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,9,20,3790.950739
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,6,13.33333333,39329.68657
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,15,33.33333333,10.01139525
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,5,11.11111111,694726.3816
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,10,22.22222222,87.02844196
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,7,14.58333333,28010.90936
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,8,16.66666667,5322.425901
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,18,37.5,0.498410606
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,11,22.91666667,1722.036159
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,4,8.333333333,35102.45308
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,5,11.11111111,206970.8117
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,12,26.66666667,97.47625776
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,10,22.22222222,1485.695677
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,1,2.222222222,37930333.76
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,17,37.77777778,0.079272728
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30717192
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15864728
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32435360
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103105337
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1910020.925
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30717192
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15864728
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32435360
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103105337
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1910020.925
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,4,7.272727273,562597.6701
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,12,21.81818182,97.4688847
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,15,27.27272727,10.01007987
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,13,23.63636364,233.0490868
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,11,20,31.96252915
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,3,6.818181818,1529284.087
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,10,22.72727273,720.1576571
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,9,20.45454545,4038.243377
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,13,29.54545455,233.0461484
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,9,20.45454545,236.0618521
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,5,16.12903226,206962.7261
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,13,41.93548387,35.85160008
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,4,12.90322581,599321.1305
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,1,3.225806452,37929340.48
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,8,25.80645161,641.414273
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,16,26.2295082,3.45644947
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,17,27.86885246,0.656574582
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,8,13.1147541,10976.68103
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,15,24.59016393,31.53887705
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,5,8.196721311,12879.78109
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30714392
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32431791.82
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103101137
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906729.211
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30714392
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32431791.82
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103101137
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906729.211
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30714392
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32431791.82
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103101137
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906729.211
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30714392
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32431791.82
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103101137
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906729.211
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,14,24.56140351,25.5387349
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,3,5.263157895,789584.4687
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,16,28.07017544,3.682086209
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,17,29.8245614,4.26825248
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,7,12.28070175,1742.450504
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30712992
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859228
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32430205.96
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103099437
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906030.969
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30712992
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859228
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32430205.96
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103099437
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906030.969
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30712992
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859228
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32430205.96
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103099437
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906030.969
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30712992
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859228
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32430205.96
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103099437
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906030.969
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30712992
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15859228
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32430205.96
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103099437
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1906030.969
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,3,8.108108108,1529094.896
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,19,51.35135135,0.088845381
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,9,24.32432432,4037.78676
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,1,2.702702703,37928126.48
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,5,13.51351351,12871.69555
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,8,19.51219512,10302.692
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,4,9.756097561,290429.7671
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,14,34.14634146,27.20522904
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,15,36.58536585,31.53786758
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0,0,1910329
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30711892
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,14,37.83783784,13.18432689
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,16,43.24324324,3.681647322
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,1,2.702702703,37927537.87
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,6,16.21621622,4733.744916
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30711892
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15855528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32426340.44
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103097737
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1904933.731
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30711892
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15855528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32426340.44
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103097737
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1904933.731
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30711892
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15855528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32426340.44
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103097737
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1904933.731
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30711892
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15855528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32426340.44
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103097737
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1904933.731
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30711892
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,2145785.306
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,2,7.407407407,27.20273446
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,14,51.85185185,1721.889184
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,11,40.74074074,1909729
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,12,16.90140845,188.6930132
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,16,22.53521127,1.78410205
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,15,21.12676056,10.0068679
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,10,14.08450704,4680.534679
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,18,25.35211268,0.02905772
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,18,35.29411765,0.467695803
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,2,3.921568627,2145541.702
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,11,21.56862745,546.3381029
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,15,29.41176471,31.53673574
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,5,9.803921569,12852.15551
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,11,22.44897959,512.8723539
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15853528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,17,34.69387755,1.354166383
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,6,12.24489796,255543.3292
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,15,30.6122449,0.583028104
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30707792
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15853528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32420690.82
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103093537
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1901143.272
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30707792
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15853528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32420690.82
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103093537
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1901143.272
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30707792
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15853528
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32420690.82
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103093537
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1901143.272
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,8,12.6984127,10301.04823
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,16,25.3968254,1.783899487
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,11,17.46031746,546.2913382
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,18,28.57142857,1.570085066
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,10,15.87301587,86.4836428
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30706992
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15851928
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32419600.54
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103091737
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1900145.783
08-09-2020,Assam,30724892,379028,1.03000306,45.57077577,15.9754566,0,0,30706992
08-09-2020,Delhi,15870828,730991,1.029971641,46.49154367,8.59445833,0,0,15851928
08-09-2020,Jharkhand,32735625,199769,1.029689291,46.00263304,16.8880236,0.008879,77.93229057,32419600.54
08-09-2020,Maharashtra,103115337,7197710,1.030091515,43.50134973,57.5291825,0,0,103091737
08-09-2020,Nagaland,1924029,42179,1.028948055,43.49794922,1.01287901,0.002514,22.06770943,1900145.783
