"time","S","E","I","R","Epoch"
2020-10-21,49824610.3769757,15560825.1797477,60857506.6595357,66667441.4037409,3
2020-10-22,47197892.8939824,15019683.4662511,60978962.2283174,69713845.0314491,3
2020-10-23,44655272.1101721,14503943.8513707,60987709.2371518,72763458.4213053,3
2020-10-24,42192243.096386,14012896.491819,60894330.4939084,75810913.5378865,3
2020-10-25,39805844.6566826,13544571.5844486,60708614.8274703,78851352.5513984,3
2020-10-26,37494528.9684502,13096093.9243343,60439377.4212056,81880383.3060098,3
2020-10-27,35257976.044914,12664020.6415711,60094359.1234703,84894027.8100446,3
2020-10-28,33096870.9729281,12244649.079152,59680196.0797688,87888667.4881511,3
2020-10-29,31012660.3448886,11834285.6238373,59202449.1923488,90860988.4589252,3
2020-10-30,29007302.1724561,11429469.8945311,58665682.0101712,93807929.5428416,3
2020-09-17,174819488.52059,3764258.35380498,7783639.64771162,6542997.09789307,2
2020-09-18,172745093.293336,4934836.68890186,8286604.81354235,6943848.82421942,2
2020-09-19,170553436.405695,5992923.7711133,8989049.92880626,7374973.51438584,2
2020-09-20,168206613.800415,6993645.89723733,9864492.92078103,7845631.00156685,2
2020-09-21,165676010.345999,7973456.54938366,10896881.9465997,8364034.77801782,2
2020-09-22,162940229.078963,8955493.55704511,12076884.0100209,8937776.97397078,2
2020-09-23,159983973.004342,9953067.02086165,13399249.0777825,9574094.51701421,2
2020-09-24,156797547.994382,10971939.1277145,14860874.1465464,10280022.3513569,2
2020-09-25,153376757.493244,12011827.820429,16459335.694001,11062462.6123261,2
2020-09-26,149723015.371849,13067433.3030689,18191746.2648723,11928188.6802097,2
2020-09-27,145843531.087376,14129212.1705382,20053841.2027135,12883799.1593725,2
2020-09-28,141751446.416996,15184045.5402187,22039262.477343,13935629.1854426,2
2020-09-29,137465808.572725,16215939.4277894,24139003.6787763,15089631.9407097,2
2020-09-30,133011304.328499,17206805.6199799,26341037.7975468,16351235.8739738,2
2020-10-01,128417691.713607,18137373.3378957,28630130.2879118,17725188.2805857,2
2020-10-02,123718899.56515,18988225.5845694,30987863.8907945,19215394.5794858,2
2020-10-03,118951834.649397,19740911.8828496,33392872.9053985,20824764.182355,2
2020-10-04,114154929.294435,20379081.0481915,35821299.6837794,22555073.5935938,2
2020-10-05,109366547.362342,20889529.1983765,38247449.6964081,24406857.3628736,2
2020-10-06,104623370.084922,21263065.9411838,40644610.6429511,26379336.9509428,2
2020-10-07,99958892.3448745,21495126.614096,42985974.1877864,28470390.4732431,2
2020-10-08,95402169.2122051,21586022.5157321,45245617.6966261,30676574.1954366,2
2020-10-09,90976900.0789492,21540855.453066,47399438.304755,32993189.7832298,2
2020-10-10,86700914.7668236,21369079.5654279,49425991.8782075,35414397.4095409,2
2020-10-11,82586071.6690264,21083770.3991408,51307175.6281051,37933365.9237277,2
2020-10-12,78638533.329925,20700694.1889759,53028703.0873393,40542453.0137598,2
2020-10-13,74859354.0171487,20237269.2441019,54580357.0770618,43233403.2816876,2
2020-10-14,71245289.4332997,19711522.5862583,55956018.3650991,45997553.2353428,2
2020-10-15,67789734.1286198,19141128.4383737,57153488.4572543,48826032.5957522,2
2020-10-16,64483697.5825299,18542592.4017339,58174141.3930993,51709952.2426369,2
2020-10-17,61316744.3944688,17930622.0850971,59022445.8017121,54640571.338722,2
2020-10-18,58277843.2704014,17317698.5647019,59705403.5173676,57609438.2675291,2
2020-10-19,55356088.7412938,16713843.3056006,60231949.2344488,60608502.3386568,2
2020-10-20,52541277.1223043,16126560.609675,60612350.5303966,63630195.3576241,2
2020-10-21,49824332.5331296,15560926.2083051,60857640.9778803,66667483.9006849,2
2020-10-22,47197589.1180908,15019789.0087042,60979110.8911907,69713894.6020142,2
2020-10-23,44654942.6010521,14504052.8774419,60987872.3551103,72763515.7863956,2
2020-10-24,42191888.4432562,14013007.8111375,60894507.9473364,75810979.4182699,2
2020-10-25,39805465.8537437,13544683.8634976,60708806.247067,78851427.6556918,2
2020-10-26,37494127.4187901,13096205.7098928,60439582.1735077,81880468.3178094,2
2020-10-27,35257553.552262,12664130.3907643,60094576.3024924,84894123.3744813,2
2020-10-28,33096429.7201805,12244755.1958384,59680424.5057793,87888774.1982018,2
2020-10-29,31012202.8589237,11834386.5005702,59202687.4186459,90861106.8418601,2
2020-10-30,29006831.2755273,11429563.9587783,58665928.3384709,93808060.0472235,2
2020-09-17,174819487.873418,3764258.93849606,7783639.70914738,6542997.09893835,1
2020-09-18,172745091.965145,4934837.78011754,8286605.0426114,6943848.83212562,1
2020-09-19,170553434.325804,5992925.33836385,8989050.41598997,7374973.53984192,1
2020-09-20,168206610.873627,6993647.93771334,9864493.74908656,7845631.05957269,1
2020-09-21,165676006.462274,7973459.0740708,10896883.1960183,8364034.88763646,1
2020-09-22,162940224.122124,8955496.58028154,12076885.7593629,8937777.15823183,1
2020-09-23,159983966.860838,9953070.55179018,13399251.4045128,9574094.80285911,1
2020-09-24,156797540.562774,10971943.1626703,14860877.1250238,10280022.7695321,1
2020-09-25,153376748.694657,12011832.3358802,16459339.3923077,11062463.1971547,1
2020-09-26,149723005.161441,13067438.2489709,18191750.7404142,11928189.4691741,1
2020-09-27,145843519.466532,14129217.4642593,20053846.4967624,12883800.1924459,1
2020-09-28,141751433.445711,15184051.0614666,22039268.6086945,13935630.5041278,1
2020-09-29,137465794.381416,16215945.0150077,24139010.6368314,15089633.5867449,1
2020-09-30,133011289.128364,17206811.0687422,26341045.5352104,16351237.8876835,1
2020-10-01,128417675.804555,18137378.4018081,28630138.7147533,17725190.6988837,1
2020-10-02,123718883.340504,18988229.9789317,30987872.8670103,19215397.4335536,1
2020-10-03,118951818.596788,19740915.2910905,33392882.237078,20824767.4950439,1
2020-10-04,114154913.992658,20379083.1307307,35821309.1199699,22555077.3766409,1
2020-10-05,109366533.474489,20889529.6031652,38247458.9283185,24406861.6140274,1
2020-10-06,104623358.348546,21263064.3149933,40644619.3053701,26379341.6510905,1
2020-10-07,99958883.5602779,21495122.6133207,42985981.8627303,28470395.5836711,1
2020-10-08,95402164.230256,21586015.8155914,45245623.9188252,30676579.6553274,1
2020-10-09,90976899.7894881,21540845.7545299,47399442.5685279,32993195.5074541,1
2020-10-10,86700920.088969,21369066.5991143,49425993.6450826,35414403.2868341,1
2020-10-11,82586083.5438328,21083753.9263562,51307174.3345671,37933371.8152439,1
2020-10-12,78638552.71533,20700674.0005152,53028698.1521489,40542458.7520059,1
2020-10-13,74859381.8847633,20237245.1576042,54580347.9078277,43233408.6698047,1
2020-10-14,71245326.7659759,19711494.4433746,55956004.3639558,45997558.0466938,1
2020-10-15,67789781.917414,19141096.1030426,57153469.0257695,48826036.5737738,1
2020-10-16,64483756.8215574,18542555.7607021,58174115.9368151,51709955.1009255,1
2020-10-17,61316816.072163,17930581.051611,59022413.7348783,54640572.7613477,1
2020-10-18,58277928.3559299,17317653.0859026,59705364.2685606,57609437.909607,1
2020-10-19,55356188.1652789,16713793.3736854,60231902.2538006,60608499.8272351,1
2020-10-20,52541391.7515143,16126506.2764172,60612295.29908,63630190.2929886,1
2020-10-21,49824463.1394349,15560867.6020265,60857577.0203341,66667475.8582045,1
2020-10-22,47197736.342658,15019726.3523514,60979037.7903193,69713883.1346713,1
2020-10-23,44655106.9154342,14503986.5060514,60987789.7703641,72763500.4281502,1
2020-10-24,42192070.109665,14012938.1867317,60894415.6352126,75810959.6883907,1
2020-10-25,39805664.8872908,13544611.5853671,60708704.0831862,78851403.0641559,1
2020-10-26,37494343.5547806,13096131.5183427,60439470.1750553,81880438.3718214,1
2020-10-27,35257786.2216569,12664055.1627335,60094454.6495179,84894087.5860917,1
2020-10-28,33096678.0360637,12244679.9313591,59680293.5596494,87888732.0929278,1
2020-10-29,31012465.6162102,11834312.2997747,59202547.7358949,90861057.9681202,1
2020-10-30,29007106.9652551,11429491.990024,58665780.6784053,93808003.9863156,1
