"time","S","E","I","R","Epoch"
2020-10-21,50269487.2228983,15646700.7965857,61002763.3226187,66720072.1758473,3
2020-10-22,47623429.1230192,15106954.1055183,61134640.160847,69774000.1285655,3
2020-10-23,45061593.0889753,14592234.3834818,61153543.4907635,72831652.5547293,3
2020-10-24,42579529.5237599,14101852.0545328,61069995.31895,75887646.6207073,3
2020-10-25,40174327.1496436,13633858.6806149,60893730.8515639,78937106.8361276,3
2020-10-26,37844483.4452769,13185400.6208327,60633518.5710574,81975620.8807829,3
2020-10-27,35589720.0948872,12753055.8025732,60297059.1887522,84999188.4317373,3
2020-10-28,33410761.1377373,12333140.9047332,59890954.7502213,88004166.7252582,3
2020-10-29,31309090.1883139,11921979.7701581,59420737.4340286,90987216.1254493,3
2020-10-30,29286700.9371902,11516127.4098893,58890946.7882488,93945248.3826216,3
2020-09-17,175548867.164262,3763591.8235048,7783568.64836244,6542995.88182054,2
2020-09-18,173475186.677681,4933649.44745886,8286347.58043608,6943839.81237454,2
2020-09-19,171284247.369557,5991310.46499191,8988520.53555457,7374945.14784616,2
2020-09-20,168938151.344283,6991678.17774164,9863626.03274015,7845567.96318525,2
2020-09-21,166408272.372601,7971202.94074169,10895629.2871395,8363918.91746755,2
2020-09-22,163673186.506893,8953034.37487873,12075214.4860932,8937588.15008491,2
2020-09-23,160717554.094102,9950506.32023058,13397151.5870486,9573811.5165691,2
2020-09-24,157531622.403147,10969414.6734766,14858362.437439,10279624.0038877,2
2020-09-25,154111120.121371,12009519.3694618,16456454.8380864,11061929.1890306,2
2020-09-26,150457370.482803,13065569.0705623,18188580.3198888,11927503.6446962,2
2020-09-27,146577477.511831,14128073.1069719,20050521.5717655,12882951.3273815,2
2020-09-28,142484465.053926,15183966.7013923,22035976.4580396,13934615.304592,2
2020-09-29,138197253.459409,16217307.8458312,24136002.5224115,15088459.6902984,2
2020-09-30,133740398.60541,17210054.1365524,26338643.5352561,16349927.2407315,2
2020-10-01,129143529.599397,18142970.1362417,28628740.5538545,17723783.2284571,2
2020-10-02,124440455.089156,18996659.61171,30987953.923134,19213954.8939499,2
2020-10-03,119667977.118263,19752674.8703541,33394994.1961234,20823377.3332095,2
2020-10-04,114864445.000373,20394647.2853234,35826074.8030623,22553856.4291915,2
2020-10-05,110068166.117801,20909334.7625139,38255563.1923546,24405959.4452808,2
2020-10-06,105315794.855665,21287488.9820219,40656796.3225849,26378943.3576786,2
2020-10-07,100640830.213343,21524470.3219286,43002999.1035437,28470723.8791343,2
2020-10-08,96072360.5979939,21620502.9405342,45268263.8818025,30677896.0976194,2
2020-10-09,91634144.7302725,21580594.4530895,47428483.5773698,32995800.7572182,2
2020-10-10,87344092.5452223,21414103.2791303,49462191.2626548,35418636.4309426,2
2020-10-11,83214159.4664717,21134012.2108218,51351243.0816523,37939608.7590042,2
2020-10-12,79250615.90907,20756002.3973315,53081295.4680194,40551109.7435291,2
2020-10-13,75454630.0414131,20297417.68412,54642060.6919701,43244915.1004468,2
2020-10-14,71823073.47247,19776222.6500916,56027338.7430803,46012388.6523082,2
2020-10-15,68349455.235698,19210042.0925379,57234842.9508341,48844683.2388801,2
2020-10-16,65024895.5532891,18615344.9384536,58265854.6991548,51732928.3270525,2
2020-10-17,61839064.3629038,18006813.8792263,59124748.3120016,54668396.9638183,2
2020-10-18,58781029.1186132,17396915.7386745,59818431.9485906,57642646.7120718,2
2020-10-19,55839975.8068702,16795666.9685428,60355749.311304,60647631.4312329,2
2020-10-20,53005784.6744422,16210574.6586605,60746881.1561932,63675783.0286542,2
2020-10-21,50269455.8457447,15646723.8958543,61002779.8223662,66720063.9539848,2
2020-10-22,47623392.3431746,15106977.7556364,61134660.5888941,69773992.830245,2
2020-10-23,45061551.3336669,14592258.093761,61153567.7170113,72831646.3735108,2
2020-10-24,42579483.3216896,14101875.3347738,61070023.1201889,75887641.7412977,2
2020-10-25,40174277.1099475,13633881.0600612,60893761.9180661,78937103.4298752,2
2020-10-26,37844430.2341587,13185421.665661,60633552.5165429,81975619.1015874,2
2020-10-27,35589664.4112671,12753075.1309808,60297095.5631703,84999188.4125317,2
2020-10-28,33410703.6892514,12333158.1988638,59890993.0546492,88004168.5751856,2
2020-10-29,31309031.6688894,11921994.7843546,59420777.1368851,90987219.927821,2
2020-10-30,29286642.0072293,11516139.9750321,58890987.3419877,93945254.1937009,2
2020-09-17,175548866.377321,3763592.53453667,7783568.72300294,6542995.88308986,1
2020-09-18,173475185.058803,4933650.77792089,8286347.85923755,6943839.8219885,1
2020-09-19,171284244.828645,5991312.3809198,8988521.12954418,7374945.17884085,1
2020-09-20,168938147.75961,6991680.67991216,9863627.04452232,7845568.03390536,1
2020-09-21,166408267.601089,7971206.04892788,10895630.8166289,8363919.05130415,1
2020-09-22,163673180.393023,8953038.11625347,12075216.6332544,8937588.37541949,1
2020-09-23,160717546.478615,9950510.7201232,13397154.4524142,9573811.86679796,1
2020-09-24,157531613.132239,10969419.7473981,14858366.120888,10279624.517425,1
2020-09-25,154111109.056665,12009525.1159232,16456459.4361475,11061929.9092143,1
2020-09-26,150457357.512106,13065575.4645356,18188585.9217801,11927504.6195281,1
2020-09-27,146577462.560376,14128080.0941312,20050528.2544037,12882952.6090388,1
2020-09-28,142484448.095456,15183974.1935945,22035984.2802289,13934616.9486702,1
2020-09-29,138197234.526279,16217315.7183522,24136011.5185679,15088461.7547511,1
2020-09-30,133740377.796696,17210062.2276411,26338653.7091212,16349929.7844912,1
2020-10-01,129143507.085939,18142978.2495546,28628751.8727026,17723786.3097542,1
2020-10-02,124440431.114599,18996667.521904,30987966.313081,19213958.5683659,1
2020-10-03,119667951.995458,19752682.3318542,33395007.5391025,20823381.6515354,1
2020-10-04,114864419.102826,20394654.0439072,35826088.9360285,22553861.4351879,1
2020-10-05,110068139.866503,20909340.5688762,38255577.9091056,24405965.1734656,1
2020-10-06,105315768.702108,21287493.6062655,40656811.3783053,26378949.8312712,1
2020-10-07,100640804.619984,21524473.5676009,43003014.2220728,28470731.1082924,1
2020-10-08,96072336.0177117,21620504.656907,45268278.7652297,30677904.0781015,1
2020-10-09,91634121.5864481,21580594.5445882,47428497.9173355,32995809.4695782,1
2020-10-10,87344071.2138706,21414101.7111003,49462204.7526692,35418645.8403099,1
2020-10-11,83214140.2615242,21134009.0113648,51351255.42957,37939618.8154909,1
2020-10-12,79250599.0714738,20755997.6553469,53081306.4078814,40551120.383248,1
2020-10-13,75454615.7322365,20297411.5440905,54642069.994533,43244926.2470901,1
2020-10-14,71823061.7698362,19776215.3043957,56027346.2245083,46012400.2192099,1
2020-10-15,68349446.1351174,19210033.772138,57234848.4792357,48844695.1314589,1
2020-10-16,65024888.9708392,18615335.9027631,58265858.1988231,51732940.4455247,1
2020-10-17,61839060.1407177,18006804.4057956,59124749.7653718,54668409.206065,1
2020-10-18,58781027.0322261,17396906.1131351,59818431.3960392,57642658.9765496,1
2020-10-19,55839975.574094,16795657.4750573,60355746.8489742,60647643.6198245,1
2020-10-20,53005785.96555,16210565.5709785,60746876.9320568,63675795.0493647,1
2020-10-21,50269458.2948137,15646715.4689998,61002774.0307343,66720075.7234022,1
2020-10-22,47623395.5604353,15106970.2182434,61134653.46358,69774004.2756913,1
2020-10-23,45061554.9186526,14592251.6411256,61153559.5233498,72831657.434822,1
2020-10-24,42579486.8768706,14101870.1227747,61070014.1461244,75887652.3721804,1
2020-10-25,40174280.2544081,13633877.2001871,60893752.464555,78937113.5987999,1
2020-10-26,37844432.6167557,13185419.2214472,60633542.8875574,81975628.7921897,1
2020-10-27,35589665.7226258,12753074.1161727,60297086.05564,84999197.6235115,1
2020-10-28,33410703.6719364,12333158.5775824,59890983.948722,88004177.3197093,1
2020-10-29,31309030.1251434,11921996.4734369,59420768.6869169,90987228.2324529,1
2020-10-30,29286638.8038046,11516142.8485643,58890979.7686694,93945262.0969118,1
